Name,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two,Year,Round,Home Team,Away Team
Brent Naden,3,Centre,80:00,-,-,-,-,-,-,-,-,35,14,122,-,52,1,-,1,-,1,-,-,4.41s,1,1,-,3,-,5,18,0.36,72.73%,16,5,1,-,-,1,17,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Justin Olam,4,Centre,80:00,-,-,-,-,-,-,-,-,7,11,95,-,39,-,-,-,-,1,-,-,3.28s,-,-,-,-,-,7,16,0.64,60%,6,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Solomon Alaimalo,5,Winger,77:00,-,-,-,-,-,-,-,-,39,13,134,15,39,1,-,-,-,1,1,-,3.72s,-,-,-,1,-,5,17,0.38,66.67%,4,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77:00,-,2024,8,Wests Tigers,Broncos
Lachlan Galvin,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,55,17,101,-,22,-,-,1,-,5,-,-,3.33s,1,10,-,3,1,40,53,2.35,100%,20,-,-,-,-,5,148,-,-,2,-,-,-,1,1,1,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Aidan Sezer,7,Halfback,80:00,2,-,1,2,-,50%,-,-,42,13,84,-,14,-,-,-,-,2,-,-,4.12s,-,-,-,1,1,38,51,2.92,77.78%,21,3,3,-,-,9,208,1,3,1,-,-,2,-,-,-,-,1,-,1,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Stefano Utoikamanu,8,Prop,46:00,-,-,-,-,-,-,-,-,44,9,64,13,25,-,-,-,-,3,8,-,2.99s,-,-,-,2,-,5,14,0.56,96.3%,26,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,21:57,23:52,2024,8,Wests Tigers,Broncos
Apisai Koroisau,9,Hooker,56:00,-,-,-,-,-,-,-,-,23,5,52,-,21,-,-,-,-,3,1,-,2.89s,4,47,-,-,1,82,88,16.4,80.49%,33,8,-,-,-,1,3,-,-,1,-,-,-,-,2,2,-,-,1,-,-,-,-,56:08,-,2024,8,Wests Tigers,Broncos
David Klemmer,10,Prop,46:00,-,-,-,-,-,-,-,-,45,14,146,24,60,-,1,-,-,3,12,-,3.03s,-,-,-,-,-,3,16,0.21,100%,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:57,23:52,2024,8,Wests Tigers,Broncos
Isaiah Papali'i,11,2nd Row,61:00,-,-,-,-,-,-,-,-,46,9,94,-,42,-,-,-,-,2,9,-,3.09s,-,-,-,1,-,-,11,-,87.5%,28,2,2,-,1,1,25,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,58:03,02:47,2024,8,Wests Tigers,Broncos
Samuela Fainu,12,2nd Row,70:00,-,-,-,-,-,-,-,-,28,9,74,-,32,-,-,-,-,-,9,-,3.61s,-,-,-,-,-,3,13,0.33,90.91%,30,3,-,-,-,1,28,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,70:00,-,2024,8,Wests Tigers,Broncos
John Bateman,13,Lock,80:00,-,-,-,-,-,-,-,-,60,17,118,-,39,-,-,-,-,2,14,-,3.76s,-,-,-,3,4,15,31,0.88,97.83%,45,1,-,-,-,1,1,-,-,-,-,-,-,-,2,1,-,1,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Latu Fainu,14,Interchange,24:00,-,-,-,-,-,-,-,-,2,1,4,-,3,-,-,-,-,-,-,-,-,1,4,-,-,-,30,30,30,85.71%,6,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,24:00,-,2024,8,Wests Tigers,Broncos
Alex Twal,15,Interchange,34:00,-,-,-,-,-,-,-,-,19,9,57,-,20,-,-,-,-,-,9,-,3.03s,-,-,-,-,-,-,10,-,90%,18,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,34:11,-,2024,8,Wests Tigers,Broncos
Alex Seyfarth,16,Interchange,22:00,-,-,-,-,-,-,-,-,15,5,41,-,19,-,-,-,-,-,5,-,3.24s,-,-,-,-,-,6,11,1.2,100%,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:00,-,2024,8,Wests Tigers,Broncos
Fonua Pole,17,Interchange,34:00,-,-,-,-,-,-,-,-,19,12,120,19,49,-,-,-,-,-,11,-,3.9s,-,-,-,-,-,-,12,-,90%,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,34:11,-,2024,8,Wests Tigers,Broncos
Justin Matamua,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,8,Wests Tigers,Broncos
Reece Walsh,1,Fullback,75:00,8,2,-,-,-,-,-,-,64,17,185,27,27,2,1,-,-,4,-,-,4.78s,1,6,-,1,-,12,30,0.71,71.43%,5,2,-,-,4,4,167,-,1,-,-,-,-,-,2,2,-,1,-,-,-,-,-,75:10,-,2024,8,Wests Tigers,Broncos
Corey Oates,2,Winger,80:00,-,-,-,-,-,-,-,-,8,13,108,38,43,-,-,-,-,1,-,-,3.27s,-,-,-,-,-,4,19,0.31,50%,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Kotoni Staggs,3,Centre,80:00,-,-,-,-,-,-,-,-,50,12,109,-,34,-,1,1,-,4,-,-,2.83s,-,-,-,-,1,5,14,0.42,89.29%,25,2,1,-,1,2,49,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Jesse Arthars,4,Centre,80:00,-,-,-,-,-,-,-,-,48,10,82,8,42,-,-,-,-,5,-,-,2.78s,-,-,-,1,-,3,13,0.3,76.19%,16,1,4,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Deine Mariner,5,Winger,80:00,4,1,-,-,-,-,-,-,42,12,145,6,26,2,-,1,-,1,-,-,3.5s,1,5,-,-,-,6,17,0.5,80%,8,-,2,-,-,-,-,-,-,-,-,-,-,-,3,2,-,1,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Jock Madden,6,Five-Eighth,60:00,8,2,-,-,-,-,-,-,28,5,41,-,3,1,-,-,-,-,-,-,3.26s,-,-,-,-,-,21,25,4.2,70%,7,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,60:04,-,2024,8,Wests Tigers,Broncos
Adam Reynolds,7,Halfback,77:00,10,-,5,6,-,83.33%,-,-,59,15,73,-,8,-,1,2,-,1,-,-,4.43s,-,-,-,-,3,30,45,2,83.33%,20,4,-,1,-,11,328,-,2,1,-,-,1,-,-,-,-,1,-,-,-,-,-,77:13,-,2024,8,Wests Tigers,Broncos
Corey Jensen,8,Prop,35:00,-,-,-,-,-,-,-,-,28,10,87,28,31,-,-,-,-,2,8,-,3.64s,-,-,-,-,-,-,11,-,86.96%,20,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,21:57,13:00,2024,8,Wests Tigers,Broncos
Billy Walters,9,Hooker,52:00,-,-,-,-,-,-,-,-,15,6,42,-,17,-,-,-,-,-,2,-,3.8s,2,17,-,1,1,53,57,8.83,67.86%,19,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,31:30,19:56,2024,8,Wests Tigers,Broncos
Payne Haas,10,Prop,51:00,4,1,-,-,-,-,-,-,54,13,138,10,45,1,-,-,-,2,9,-,3.24s,-,-,-,-,-,5,15,0.38,100%,28,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,24:48,25:37,2024,8,Wests Tigers,Broncos
Brendan Piakura,11,2nd Row,67:00,-,-,-,-,-,-,-,-,36,12,107,-,35,-,1,1,-,4,12,-,3.42s,-,-,-,1,2,2,15,0.17,71.43%,15,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67:00,-,2024,8,Wests Tigers,Broncos
Jordan Riki,12,2nd Row,80:00,-,-,-,-,-,-,-,-,38,11,88,1,42,-,-,-,-,1,10,-,2.91s,-,-,-,-,-,3,15,0.27,89.74%,35,4,-,-,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Wests Tigers,Broncos
Patrick Carrigan,13,Lock,62:00,-,-,-,-,-,-,-,-,56,18,175,-,74,-,-,-,-,3,17,-,3.35s,-,-,-,2,1,5,22,0.28,91.67%,33,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,61:39,-,2024,8,Wests Tigers,Broncos
Tyson Smoothy,14,Interchange,48:00,-,-,-,-,-,-,-,-,36,2,6,-,1,-,-,-,-,-,-,-,5.26s,2,6,-,-,-,63,66,31.5,96.88%,31,-,1,-,1,1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,48:00,-,2024,8,Wests Tigers,Broncos
Xavier Willison,15,Interchange,34:00,-,-,-,-,-,-,-,-,36,8,83,6,33,-,-,-,-,2,6,-,3.49s,-,-,-,-,-,1,9,0.13,100%,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29:35,04:50,2024,8,Wests Tigers,Broncos
Kobe Hetherington,16,Interchange,58:00,-,-,-,-,-,-,-,-,40,13,103,-,48,-,-,-,-,3,13,-,3.36s,-,-,-,-,-,-,13,-,86.49%,32,3,2,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,-,-,-,58:00,-,2024,8,Wests Tigers,Broncos
Fletcher Baker,17,Interchange,18:00,-,-,-,-,-,-,-,-,11,4,34,-,22,-,-,-,-,-,4,-,3.04s,-,-,-,-,-,2,6,0.5,100%,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18:00,-,2024,8,Wests Tigers,Broncos
Jaiyden Hunt,19,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,8,Wests Tigers,Broncos
Scott Drinkwater,1,Fullback,80:00,-,-,-,-,-,-,-,-,36,17,122,15,22,-,1,1,-,2,-,-,3.82s,2,21,-,1,-,31,52,1.82,58.33%,7,5,-,-,3,8,269,-,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Kyle Feldt,2,Winger,80:00,-,-,-,-,-,-,-,-,25,16,146,4,49,1,-,-,-,1,1,-,3s,1,7,-,1,-,4,20,0.25,70%,7,3,-,-,1,1,10,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Valentine Holmes,3,Centre,80:00,8,1,2,4,-,50%,-,-,47,15,147,-,41,1,-,-,-,6,-,-,3.04s,-,-,-,2,-,8,21,0.53,55.56%,5,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Tom Chester,4,Centre,27:00,-,-,-,-,-,-,-,-,17,8,54,-,20,-,-,-,-,-,-,-,3.86s,1,-,-,1,-,4,12,0.5,85.71%,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27:29,-,2024,8,Cowboys,Panthers
Semi Valemei,5,Winger,80:00,4,1,-,-,-,-,-,-,40,14,136,55,42,1,-,-,-,4,-,-,3.57s,-,-,-,1,-,2,17,0.14,71.43%,5,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Tom Dearden,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,32,13,82,11,26,-,1,1,-,5,-,-,3.71s,1,13,-,-,3,40,49,3.08,81.25%,13,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Chad Townsend,7,Halfback,80:00,-,-,-,-,-,-,-,-,53,11,42,-,4,-,2,1,-,3,-,-,3.45s,-,-,-,1,-,47,60,4.27,85.19%,23,4,-,-,-,9,291,1,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Jordan McLean,8,Prop,31:00,-,-,-,-,-,-,-,-,25,10,98,37,33,-,-,-,-,-,7,-,3.46s,-,-,-,-,-,1,11,0.1,100%,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20:25,11:07,2024,8,Cowboys,Panthers
Reece Robson,9,Hooker,80:00,-,-,-,-,-,-,-,-,46,5,52,-,17,-,-,-,-,3,2,-,3.43s,3,41,-,-,-,119,126,23.8,89.13%,41,5,-,-,-,1,7,1,-,1,-,-,-,-,1,1,-,2,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Griffin Neame,10,Prop,35:00,-,-,-,-,-,-,-,-,26,6,57,-,26,-,-,-,-,1,6,-,3.61s,-,-,-,1,-,-,7,-,90.91%,20,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,20:26,15:04,2024,8,Cowboys,Panthers
Kulikefu Finefeuiaki,11,2nd Row,80:00,4,1,-,-,-,-,-,-,54,18,152,-,68,1,-,-,-,4,18,-,3.55s,-,-,-,-,-,-,18,-,89.29%,25,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Jeremiah Nanai,12,2nd Row,80:00,4,1,-,-,-,-,-,-,71,16,141,-,65,2,-,-,-,7,15,-,3.51s,-,-,-,-,-,3,20,0.19,91.43%,32,3,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Reuben Cotter,13,Lock,66:00,-,-,-,-,-,-,-,-,49,15,105,-,48,-,-,-,-,-,14,-,3.65s,-,-,-,2,1,8,22,0.53,91.11%,41,4,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,-,-,-,52:39,13:24,2024,8,Cowboys,Panthers
Jake Granville,14,Interchange,38:00,-,-,-,-,-,-,-,-,15,2,17,-,6,-,-,-,-,-,2,-,3.18s,-,-,-,-,-,4,6,2,87.5%,21,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,37:27,-,2024,8,Cowboys,Panthers
Jason Taumalolo,15,Interchange,45:00,-,-,-,-,-,-,-,-,58,13,132,28,61,-,-,-,-,3,11,-,3.37s,-,-,-,2,-,3,16,0.23,100%,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35:04,09:53,2024,8,Cowboys,Panthers
Sam McIntyre,16,Interchange,60:00,-,-,-,-,-,-,-,-,32,14,125,-,51,-,1,-,-,4,14,-,3.42s,-,-,-,1,-,3,16,0.21,80%,8,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60:00,-,2024,8,Cowboys,Panthers
Thomas Mikaele,17,Interchange,17:00,-,-,-,-,-,-,-,-,25,8,77,-,40,-,-,-,-,4,8,-,3.43s,-,-,-,2,-,1,9,0.13,100%,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,17:28,-,2024,8,Cowboys,Panthers
Jack Gosiewski,19,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,8,Cowboys,Panthers
Dylan Edwards,1,Fullback,80:00,4,1,-,-,-,-,-,-,58,27,219,104,42,1,1,-,-,8,-,-,3.72s,-,-,-,-,2,17,38,0.63,90%,9,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Izack Tago,3,Centre,80:00,-,-,-,-,-,-,-,-,19,9,85,-,25,-,-,-,-,-,-,-,3.25s,-,-,-,1,-,1,12,0.11,85.19%,23,4,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Taylan May,4,Centre,80:00,-,-,-,-,-,-,-,-,27,13,102,-,26,-,-,-,-,1,-,-,3.42s,-,-,-,1,-,8,16,0.62,80.77%,21,3,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Brian To'o,5,Winger,80:00,4,1,-,-,-,-,-,-,77,18,227,30,77,2,-,-,-,21,1,-,3.23s,-,-,-,-,-,-,21,-,83.33%,5,-,1,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Jarome Luai,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,29,11,83,-,16,-,1,1,-,-,-,-,3.02s,-,-,-,-,2,25,34,2.27,82.61%,19,3,1,-,1,3,114,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Nathan Cleary,7,Halfback,80:00,10,-,4,4,1,100%,-,-,50,18,105,-,18,-,-,1,-,-,-,-,4.08s,-,-,-,-,3,33,50,1.83,76.67%,23,4,3,-,-,13,428,1,6,2,-,-,-,-,1,1,-,2,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Mitch Kenny,9,Hooker,80:00,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116,116,-,75.93%,41,8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
James Fisher-Harris,10,Prop,44:00,-,-,-,-,-,-,-,-,33,10,94,35,27,-,-,-,-,-,6,-,3.28s,-,-,-,-,-,1,10,0.1,87.5%,28,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:08,23:03,2024,8,Cowboys,Panthers
Liam Martin,12,2nd Row,80:00,4,1,-,-,-,-,-,-,39,6,68,-,31,-,-,-,-,1,6,-,3.53s,-,-,-,-,-,-,7,-,80%,36,7,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Isaah Yeo,13,Lock,80:00,-,-,-,-,-,-,-,-,55,13,112,-,40,-,-,-,-,1,9,-,2.84s,-,-,-,-,-,15,24,1.15,97.5%,39,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Daine Laurie,14,Interchange,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,8,Cowboys,Panthers
Lindsay Smith,15,Prop,53:00,-,-,-,-,-,-,-,-,41,11,64,-,22,-,-,-,-,-,10,-,2.97s,-,-,-,-,-,1,11,0.09,87.5%,35,1,4,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,25:30,27:22,2024,8,Cowboys,Panthers
Liam Henry,16,Interchange,38:00,-,-,-,-,-,-,-,-,33,9,77,-,30,-,-,-,-,-,9,-,3.03s,-,-,-,-,-,-,9,-,87.5%,28,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,35:49,02:04,2024,8,Cowboys,Panthers
Luke Garner,17,2nd Row,53:00,-,-,-,-,-,-,-,-,25,5,28,-,15,-,-,-,-,2,5,-,3.59s,-,-,-,-,-,1,6,0.2,83.87%,26,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,52:32,-,2024,8,Cowboys,Panthers
Matthew Eisenhuth,18,Interchange,27:00,-,-,-,-,-,-,-,-,22,9,76,27,27,-,-,-,-,1,7,-,2.86s,-,-,-,-,-,-,9,-,80.77%,21,3,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,27:08,-,2024,8,Cowboys,Panthers
Paul Alamoti,19,Winger,80:00,4,1,-,-,-,-,-,-,57,17,247,9,67,1,-,-,-,6,-,-,3.01s,-,-,-,1,1,-,17,-,62.5%,5,2,1,1,-,1,13,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,80:00,-,2024,8,Cowboys,Panthers
Brad Schneider,20,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,8,Cowboys,Panthers
Mavrik Geyer,21,Interchange,25:00,-,-,-,-,-,-,-,-,12,4,31,-,11,-,-,-,-,-,4,-,3.25s,-,-,-,-,-,-,4,-,91.67%,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:24,-,2024,8,Cowboys,Panthers
Trai Fuller,1,Fullback,80:00,-,-,-,-,-,-,-,-,68,28,240,53,66,3,1,-,-,10,-,-,3.35s,2,16,-,1,-,18,48,0.64,77.78%,7,1,1,-,5,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Jamayne Isaako,2,Winger,80:00,6,1,1,3,-,33.33%,-,-,67,20,191,-,61,2,-,1,-,8,1,-,3.2s,-,-,-,1,-,2,25,0.1,83.33%,5,1,-,-,2,1,6,-,-,1,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Jake Averillo,3,Centre,80:00,4,1,-,-,-,-,-,-,56,13,163,19,26,1,-,1,-,4,-,-,3.31s,1,8,-,1,1,17,30,1.31,92.31%,12,1,-,-,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Tesi Niu,4,Centre,80:00,-,-,-,-,-,-,-,-,22,18,120,-,48,-,2,-,-,3,-,-,3.57s,-,-,-,-,-,7,24,0.39,77.78%,7,2,-,-,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Jack Bostock,5,Winger,80:00,-,-,-,-,-,-,-,-,17,17,136,9,59,-,-,-,-,2,1,-,3.16s,-,-,-,-,-,5,27,0.29,66.67%,6,3,-,-,4,1,14,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Kodi Nikorima,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,46,11,54,-,7,-,2,1,-,-,-,-,3.76s,-,-,-,-,-,26,35,2.36,91.67%,33,3,-,-,-,3,78,-,1,1,-,-,-,-,2,2,-,-,-,1,-,-,-,80:00,-,2024,8,Dolphins,Knights
Isaiya Katoa,7,Halfback,80:00,-,-,-,-,-,-,-,-,38,21,124,-,18,-,2,-,-,-,-,-,4.38s,-,-,-,-,2,57,80,2.71,66.67%,14,7,-,-,2,15,542,-,2,-,-,-,2,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Jesse Bromwich,8,Prop,25:00,-,-,-,-,-,-,-,-,21,1,8,-,2,-,-,-,-,-,1,-,4.24s,-,-,-,-,-,1,2,1,90%,27,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18:54,05:45,2024,8,Dolphins,Knights
Jeremy Marshall-King,9,Hooker,80:00,-,-,-,-,-,-,-,-,56,7,31,-,4,-,-,-,-,-,1,-,3.91s,4,20,-,2,-,112,117,16,91.38%,53,4,1,-,-,1,24,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Mark Nicholls,10,Prop,51:00,-,-,-,-,-,-,-,-,31,10,93,-,37,-,-,-,-,1,10,-,3.21s,-,-,-,-,-,2,13,0.2,86.49%,32,4,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,21:20,29:48,2024,8,Dolphins,Knights
Kenneath Bromwich,11,2nd Row,23:00,-,-,-,-,-,-,-,-,9,2,13,-,5,-,-,-,-,-,2,-,3.14s,-,-,-,-,-,1,3,0.5,80%,16,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:00,-,2024,8,Dolphins,Knights
Euan Aitken,12,2nd Row,80:00,-,-,-,-,-,-,-,-,69,9,83,-,21,1,-,-,-,6,8,-,2.83s,-,-,-,1,1,4,12,0.44,97.73%,43,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,8,Dolphins,Knights
Max Plath,13,Lock,66:00,-,-,-,-,-,-,-,-,57,17,124,-,38,-,-,-,-,1,11,-,3.94s,-,-,-,1,-,16,27,0.94,92.16%,47,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50:12,15:45,2024,8,Dolphins,Knights
Josh Kerr,14,Interchange,38:00,-,-,-,-,-,-,-,-,47,18,149,21,57,-,-,-,-,1,16,-,2.92s,-,-,-,5,-,-,19,-,90.48%,19,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27:16,10:21,2024,8,Dolphins,Knights
Kurt Donoghoe,15,Interchange,30:00,-,-,-,-,-,-,-,-,32,7,68,-,15,-,-,-,-,2,6,-,3.25s,-,-,-,1,1,5,11,0.71,92.86%,26,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,30:00,-,2024,8,Dolphins,Knights
Ray Stone,16,Interchange,39:00,-,-,-,-,-,-,-,-,39,13,124,13,51,-,-,-,-,-,11,-,3.3s,-,-,-,-,-,2,14,0.15,91.18%,31,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39:36,-,2024,8,Dolphins,Knights
Oryn Keeley,17,Interchange,49:00,4,1,-,-,-,-,-,-,46,7,80,-,34,-,-,-,-,-,6,-,4.05s,-,-,-,-,-,-,7,-,90.32%,28,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48:19,-,2024,8,Dolphins,Knights
